ID,agot1,agot2,agot3,eng1,eng2,eng3,iab1,iab2,iab3,age,exp,emp,rol,gnr,suc
1046,2,4,3,3,3,5,4,3,3,56,42,40,Técnico,Masculino,Sur
1047,2,4,2,4,5,2,5,1,4,48,45,38,Técnico,Masculino,Centro
1048,4,3,4,1,2,6,4,3,3,51,30,26,Profesional,Masculino,Sur
1049,3,3,2,3,3,5,4,2,5,53,38,3,Técnico,Otro,Sur
1050,1,5,1,5,6,1,5,1,5,23,23,14,Profesional,Otro,Centro
1051,5,1,5,1,2,5,4,1,3,56,43,41,Profesional,Masculino,Centro
1052,5,1,4,1,2,5,5,2,5,47,45,20,Administrativo,Femenino,Sur
1053,1,5,1,5,4,1,3,3,2,54,30,30,Profesional,Otro,Centro
1054,5,2,5,1,1,6,1,4,1,33,23,5,Técnico,Masculino,Centro
1055,1,4,2,6,4,2,3,2,3,37,34,32,Técnico,Masculino,Sur
1056,2,4,3,4,3,2,4,3,4,49,43,4,Técnico,Otro,Sur
1057,2,4,2,5,5,3,5,1,4,53,44,20,Técnico,Femenino,Sur
1058,2,5,2,4,4,3,3,3,2,45,26,18,Técnico,Masculino,Sur
1059,2,4,2,3,4,3,5,1,5,43,30,14,Administrativo,Femenino,Sur
1060,3,2,4,4,2,3,5,2,4,30,24,9,Técnico,Masculino,Sur
1061,5,2,5,1,1,5,4,1,4,42,28,2,Técnico,Masculino,Sur
1062,2,4,1,5,6,1,2,5,2,23,20,18,Profesional,Otro,Centro
1063,2,3,2,3,3,3,4,2,5,26,5,2,Profesional,Femenino,Centro
1064,1,4,1,4,5,3,4,3,3,57,37,27,Profesional,Otro,Sur
1065,2,4,2,5,3,2,5,2,5,51,41,40,Técnico,Otro,Sur
1066,4,2,4,2,1,6,5,1,5,29,17,7,Profesional,Femenino,Sur
1067,4,2,4,1,1,6,1,4,1,43,39,10,Técnico,Masculino,Sur
1068,1,4,2,4,5,3,4,2,4,57,44,6,Profesional,Masculino,Centro
1069,5,1,4,2,1,4,2,4,2,50,38,32,Administrativo,Femenino,Centro
1070,2,4,2,4,4,2,5,1,5,51,45,45,Técnico,Masculino,Centro
1071,5,2,5,1,1,6,1,4,1,37,23,20,Administrativo,Femenino,Sur
1072,3,2,3,3,3,5,4,1,3,62,44,33,Técnico,Masculino,Centro
1073,3,4,2,3,4,4,5,2,5,62,44,33,Profesional,Femenino,Centro
1074,3,3,2,2,2,5,3,3,4,48,44,36,Técnico,Masculino,Sur
1075,1,4,2,4,4,3,3,2,2,61,37,37,Profesional,Otro,Centro
1076,2,3,3,3,5,4,5,2,4,41,41,18,Administrativo,Masculino,Sur
1077,4,2,3,1,3,5,3,3,2,49,36,27,Técnico,Otro,Centro
1078,3,3,4,4,3,3,4,2,5,33,24,11,Profesional,Otro,Sur
1079,5,1,4,2,2,4,5,2,4,27,26,18,Profesional,Otro,Centro
1080,2,5,2,5,3,1,5,2,4,54,31,23,Profesional,Femenino,Sur
1081,4,1,4,1,1,6,2,5,3,50,30,24,Profesional,Masculino,Sur
1082,4,1,3,3,3,5,5,1,4,34,32,15,Técnico,Otro,Centro
1083,3,4,4,4,3,2,4,1,3,53,45,10,Técnico,Otro,Centro
1084,5,1,5,1,2,5,4,2,4,50,44,42,Administrativo,Otro,Centro
1085,3,2,4,4,3,3,5,2,5,36,30,12,Profesional,Otro,Centro
1086,5,1,5,2,2,5,3,3,4,41,32,21,Técnico,Masculino,Centro
1087,2,3,3,4,4,2,1,4,2,24,17,9,Técnico,Masculino,Centro
1088,5,1,4,1,1,5,5,1,5,34,29,28,Administrativo,Masculino,Sur
1089,3,4,4,4,3,2,4,3,5,29,4,4,Profesional,Masculino,Centro
1090,2,5,3,3,4,4,5,1,5,57,32,5,Técnico,Otro,Centro
1091,4,3,5,1,3,6,5,2,5,42,17,4,Técnico,Femenino,Sur
1092,4,1,4,2,3,5,5,2,5,29,18,3,Profesional,Masculino,Centro
1093,3,4,2,5,4,2,2,5,1,19,16,14,Profesional,Femenino,Sur
1094,5,1,5,2,2,6,4,2,5,38,13,13,Administrativo,Masculino,Centro
1095,2,4,1,3,3,5,5,2,4,56,39,24,Profesional,Masculino,Sur
1096,2,3,2,3,5,5,4,2,3,52,45,45,Técnico,Otro,Centro
1097,3,3,3,4,3,2,3,2,2,34,33,12,Administrativo,Masculino,Sur
1098,4,3,3,3,1,4,5,2,5,46,43,19,Profesional,Femenino,Sur
1099,4,1,4,2,2,6,5,2,4,52,35,35,Profesional,Otro,Centro
1100,5,2,5,1,2,6,5,1,4,42,31,3,Administrativo,Femenino,Centro
1101,3,2,2,2,2,6,5,2,5,38,23,4,Profesional,Masculino,Sur
1102,4,1,5,1,3,5,3,4,4,38,29,16,Técnico,Femenino,Centro
1103,4,1,5,3,1,5,2,3,3,21,21,13,Técnico,Masculino,Sur
1104,5,2,5,1,1,6,1,4,1,59,40,25,Técnico,Otro,Sur
1105,5,1,5,2,1,4,3,3,3,38,19,12,Técnico,Masculino,Sur
1106,1,4,2,6,5,1,1,4,2,21,14,1,Técnico,Otro,Sur
1107,2,5,1,5,3,2,4,3,3,26,4,3,Profesional,Masculino,Centro
1108,1,5,1,6,4,2,3,4,4,31,26,26,Administrativo,Masculino,Sur
1109,4,2,5,2,2,4,5,2,4,45,38,16,Profesional,Femenino,Sur
1110,5,2,5,1,2,5,5,1,5,33,33,26,Profesional,Masculino,Sur
1111,1,5,2,4,5,4,4,3,5,30,30,26,Administrativo,Femenino,Centro
1112,2,3,1,3,5,5,4,2,4,48,25,9,Administrativo,Femenino,Sur
1113,3,3,4,4,2,4,4,1,4,44,31,25,Profesional,Otro,Sur
1114,2,5,3,4,4,2,4,3,4,31,10,0,Técnico,Femenino,Centro
1115,5,2,4,2,1,5,4,3,3,44,43,40,Profesional,Masculino,Sur
1116,3,2,4,4,2,4,2,5,3,37,30,29,Administrativo,Otro,Centro
1117,3,2,2,2,4,5,5,1,5,56,34,34,Técnico,Masculino,Centro
1118,5,1,5,1,2,5,4,3,4,58,42,20,Profesional,Femenino,Centro
1119,3,4,4,2,4,4,2,3,3,32,9,5,Profesional,Femenino,Centro
1120,4,1,5,4,3,4,2,5,3,18,5,1,Profesional,Femenino,Sur
1121,1,4,2,4,6,4,5,2,5,26,4,0,Técnico,Masculino,Sur
1122,4,2,4,1,3,6,4,2,4,39,35,19,Técnico,Masculino,Sur
1123,4,1,5,1,1,6,1,5,1,48,41,20,Técnico,Femenino,Sur
1124,2,4,2,4,3,2,3,4,4,55,43,31,Profesional,Otro,Centro
1125,3,4,4,2,2,5,2,3,3,48,45,29,Técnico,Femenino,Sur
1126,1,4,1,4,4,3,4,2,3,49,39,27,Profesional,Otro,Sur
1127,3,3,4,2,4,4,4,1,4,62,40,31,Técnico,Otro,Sur
1128,1,5,1,4,5,3,5,1,5,25,25,14,Profesional,Otro,Centro
1129,4,2,3,2,1,6,5,2,5,45,36,33,Profesional,Femenino,Sur
1130,3,2,2,3,3,3,4,1,4,55,44,41,Profesional,Otro,Sur
1131,5,1,4,1,1,6,2,5,1,58,45,21,Administrativo,Femenino,Centro
1132,4,3,4,2,1,4,1,5,1,33,9,8,Técnico,Otro,Centro
1133,5,1,5,2,2,4,5,2,4,48,45,23,Administrativo,Masculino,Centro
1134,5,1,4,1,1,6,1,4,1,47,41,29,Administrativo,Femenino,Centro
1135,3,4,4,3,4,5,2,5,2,49,36,21,Administrativo,Masculino,Sur
1136,3,3,4,2,3,4,4,3,4,50,29,11,Administrativo,Otro,Sur
1137,4,3,4,3,3,3,4,2,5,53,39,31,Técnico,Otro,Sur
1138,3,3,4,2,4,6,4,3,4,30,8,3,Técnico,Femenino,Sur
1139,5,1,4,2,2,4,5,2,4,28,10,3,Administrativo,Femenino,Centro
1140,1,4,1,4,4,3,3,4,3,64,39,26,Administrativo,Masculino,Sur
1141,5,2,5,2,1,6,4,3,4,30,25,14,Profesional,Femenino,Centro
1142,4,2,5,3,1,5,3,2,2,48,37,29,Profesional,Masculino,Centro
1143,4,3,5,3,3,3,5,1,5,41,30,27,Administrativo,Masculino,Centro
1144,4,1,4,1,1,6,1,5,2,63,39,22,Profesional,Otro,Sur
1145,3,4,4,3,4,3,5,2,5,48,40,40,Profesional,Masculino,Centro
1146,1,5,1,5,4,1,3,2,3,62,45,7,Técnico,Otro,Sur
1147,2,3,3,4,4,3,3,4,2,43,43,3,Profesional,Femenino,Sur
1148,2,4,1,3,3,4,2,5,2,43,28,17,Técnico,Masculino,Centro
1149,2,3,3,5,3,3,3,3,3,22,3,2,Técnico,Femenino,Centro
1150,2,4,1,5,4,2,5,1,5,33,27,20,Administrativo,Masculino,Centro
1151,3,3,3,3,4,5,2,5,1,32,31,10,Técnico,Otro,Sur
1152,3,3,3,4,4,2,4,1,4,58,39,0,Profesional,Masculino,Sur
1153,4,2,3,2,1,6,5,2,4,52,34,31,Administrativo,Otro,Sur
1154,5,2,5,1,1,6,1,5,1,21,6,0,Profesional,Masculino,Centro
1155,3,3,2,2,2,6,4,1,3,51,34,34,Profesional,Otro,Sur
1156,5,1,5,2,2,5,1,4,2,35,34,34,Técnico,Masculino,Sur
1157,2,5,2,4,3,2,3,2,4,47,44,36,Profesional,Otro,Centro
1158,4,3,4,3,2,4,4,1,5,52,33,14,Técnico,Femenino,Centro
1159,5,2,5,2,2,5,1,5,2,59,47,37,Profesional,Otro,Centro
1160,4,2,4,1,3,6,4,2,5,38,33,33,Técnico,Masculino,Sur
1161,4,1,4,4,2,3,2,4,2,18,18,15,Administrativo,Femenino,Centro
1162,1,4,1,4,6,3,4,2,5,39,18,17,Técnico,Masculino,Sur
1163,5,1,5,2,1,4,1,4,2,29,16,7,Administrativo,Masculino,Centro
1164,5,2,4,1,2,5,5,1,4,42,41,13,Técnico,Femenino,Centro
1165,2,3,2,3,3,5,4,2,4,39,23,21,Profesional,Femenino,Sur
1166,4,2,5,3,1,3,4,1,4,52,35,33,Administrativo,Femenino,Centro
1167,4,2,4,1,1,6,1,5,2,43,41,41,Administrativo,Masculino,Sur
1168,3,4,2,4,3,4,5,2,4,38,19,10,Administrativo,Masculino,Sur
1169,3,2,3,3,4,3,4,3,5,20,19,12,Técnico,Femenino,Sur
1170,5,1,4,1,2,6,5,1,5,63,45,42,Técnico,Masculino,Sur
1171,3,2,3,2,2,5,3,4,2,33,21,12,Administrativo,Otro,Centro
1172,5,2,5,1,1,5,4,3,3,56,40,14,Técnico,Masculino,Sur
1173,2,5,2,3,4,5,3,2,2,51,41,37,Técnico,Masculino,Centro
1174,1,4,1,5,4,3,5,1,4,44,44,22,Técnico,Otro,Sur
1175,5,1,4,2,2,6,5,2,5,35,10,7,Técnico,Masculino,Centro
1176,4,3,3,3,2,3,3,2,2,59,35,29,Administrativo,Otro,Centro
1177,3,2,3,2,3,5,5,2,4,39,38,27,Técnico,Otro,Centro
1178,5,2,4,2,2,6,5,1,5,30,22,19,Administrativo,Masculino,Centro
1179,5,2,5,1,2,6,5,2,5,37,16,6,Administrativo,Femenino,Centro
1180,1,5,2,6,5,2,4,2,3,38,17,14,Técnico,Masculino,Sur
1181,5,2,4,1,2,5,5,1,4,47,44,32,Técnico,Otro,Centro
1182,2,5,1,4,5,3,4,2,5,62,45,45,Administrativo,Femenino,Centro
1183,2,3,2,3,4,4,4,3,4,55,30,5,Técnico,Masculino,Sur
1184,2,5,2,4,5,4,3,3,2,24,22,2,Profesional,Femenino,Centro
1185,4,2,5,3,2,3,2,4,3,46,32,31,Administrativo,Masculino,Centro
1186,3,2,4,2,3,5,5,1,4,64,40,38,Técnico,Femenino,Sur
1187,3,2,2,2,2,5,2,4,1,45,20,13,Técnico,Otro,Centro
1188,1,4,2,5,6,2,4,1,3,62,45,38,Técnico,Femenino,Sur
1189,3,4,3,3,2,3,4,1,3,46,45,45,Profesional,Otro,Centro
1190,4,2,3,3,1,4,4,3,5,45,41,36,Profesional,Masculino,Sur
1191,3,4,2,3,2,3,3,4,4,43,37,29,Profesional,Femenino,Centro
1192,2,3,1,3,4,5,2,5,2,54,46,34,Técnico,Otro,Centro
1193,1,4,1,6,5,2,4,3,4,43,39,35,Profesional,Masculino,Centro
1194,5,2,5,2,2,6,5,2,5,45,39,39,Profesional,Femenino,Centro
1195,5,2,5,1,2,5,4,2,5,62,45,19,Técnico,Femenino,Sur
1196,4,1,4,1,3,5,3,2,3,40,38,25,Técnico,Otro,Centro
1197,4,2,5,1,1,5,5,2,4,45,40,36,Profesional,Femenino,Centro
1198,3,2,4,3,3,3,5,2,5,47,22,4,Profesional,Masculino,Centro
1199,2,3,1,5,5,2,5,2,5,33,23,8,Técnico,Femenino,Sur
1200,3,2,4,2,4,6,5,2,5,35,26,24,Profesional,Femenino,Sur
1201,5,1,4,2,1,6,4,3,4,61,38,31,Administrativo,Femenino,Centro
1202,4,3,4,4,3,4,1,4,2,21,12,11,Profesional,Femenino,Sur
1203,3,3,2,4,2,3,4,2,4,33,20,9,Técnico,Femenino,Sur
1204,1,4,1,4,4,3,3,4,4,39,31,23,Administrativo,Masculino,Sur
1205,4,2,5,3,2,3,4,3,5,37,36,34,Administrativo,Femenino,Sur
1206,4,3,4,1,3,6,4,3,3,58,46,37,Profesional,Femenino,Centro
1207,5,1,5,2,2,6,4,2,3,54,32,30,Profesional,Otro,Centro
1208,1,4,2,6,6,1,5,2,4,31,29,9,Administrativo,Masculino,Centro
1209,3,3,4,3,2,3,2,3,3,62,37,32,Profesional,Femenino,Sur
1210,4,1,5,1,1,5,5,1,5,59,44,42,Profesional,Otro,Sur
1211,1,5,1,4,4,4,5,2,4,37,13,12,Profesional,Otro,Sur
1212,2,4,3,4,5,4,3,2,3,42,24,22,Administrativo,Masculino,Centro
1213,2,3,1,5,4,3,5,1,4,60,40,26,Profesional,Femenino,Sur
1214,2,5,2,3,4,4,5,1,4,41,39,21,Administrativo,Masculino,Centro
1215,3,2,3,2,4,4,4,1,4,54,29,3,Técnico,Otro,Sur
1216,3,3,2,4,3,2,3,2,2,44,41,26,Profesional,Femenino,Centro
1217,3,4,2,3,4,4,4,2,5,49,44,11,Técnico,Femenino,Sur
1218,2,4,1,4,5,2,5,1,5,30,20,19,Técnico,Otro,Centro
1219,1,5,1,5,6,3,3,4,4,31,20,7,Profesional,Otro,Centro
1220,3,4,2,3,4,3,5,2,4,62,40,36,Profesional,Otro,Centro
1221,5,1,4,2,1,6,4,1,3,25,18,17,Técnico,Otro,Centro
1222,3,3,3,3,4,4,4,1,5,60,45,43,Profesional,Femenino,Sur
1223,4,1,5,1,2,5,5,1,4,47,45,39,Técnico,Otro,Centro
1224,4,1,4,1,2,5,5,2,5,47,40,16,Profesional,Masculino,Sur
1225,2,3,1,4,5,4,4,3,4,52,35,29,Técnico,Otro,Sur
1226,1,5,1,6,6,1,5,2,4,61,43,40,Técnico,Femenino,Sur
1227,4,2,4,1,2,5,4,1,4,51,37,34,Profesional,Femenino,Centro
1228,2,3,3,4,4,3,3,4,2,53,45,45,Técnico,Otro,Sur
1229,5,1,5,3,3,4,3,4,2,22,20,20,Administrativo,Femenino,Centro
1230,5,1,4,2,2,5,2,3,1,61,37,8,Administrativo,Masculino,Sur
1231,4,3,3,3,3,3,5,1,5,40,15,13,Administrativo,Masculino,Centro
1232,1,4,2,5,6,3,4,2,4,58,41,5,Técnico,Femenino,Sur
1233,3,4,2,4,4,3,3,4,2,56,45,41,Administrativo,Masculino,Sur
1234,5,2,5,2,1,4,2,5,3,35,16,10,Técnico,Otro,Centro
1235,5,1,4,2,2,5,2,4,2,53,31,14,Administrativo,Femenino,Centro
1236,2,5,3,5,4,1,3,3,4,28,5,4,Profesional,Otro,Centro
1237,2,5,2,4,3,3,5,2,4,60,45,23,Administrativo,Otro,Centro
1238,5,1,4,2,1,6,4,2,5,34,12,1,Administrativo,Otro,Centro
1239,3,3,3,4,4,3,3,3,4,41,25,24,Profesional,Masculino,Centro
1240,5,2,4,1,1,6,1,5,1,50,38,36,Técnico,Femenino,Sur
1241,1,5,1,6,4,2,4,2,3,37,36,32,Profesional,Otro,Sur
1242,3,2,4,2,3,4,4,2,3,61,39,39,Técnico,Masculino,Sur
1243,2,4,3,6,5,1,1,4,2,24,21,8,Técnico,Femenino,Centro
1244,3,3,4,3,2,5,4,2,5,50,36,24,Profesional,Masculino,Centro
1245,1,5,1,4,5,2,4,2,3,53,43,35,Administrativo,Femenino,Centro
1246,4,1,3,1,3,5,2,3,3,61,45,11,Técnico,Femenino,Centro
1247,4,3,5,2,1,5,5,1,4,26,4,3,Profesional,Masculino,Sur
1248,5,1,4,2,2,4,4,1,3,55,32,25,Profesional,Otro,Sur
1249,2,3,2,3,4,3,4,1,3,52,36,27,Técnico,Femenino,Centro
1250,2,3,3,5,4,2,5,2,5,50,40,9,Técnico,Masculino,Sur
1251,1,4,2,5,4,2,4,3,3,60,46,22,Profesional,Masculino,Centro
1252,2,5,2,4,5,2,4,3,4,60,35,27,Profesional,Masculino,Sur
1253,2,5,2,3,5,4,5,2,4,46,45,42,Administrativo,Otro,Sur
1254,3,2,3,2,3,5,4,1,5,46,44,17,Técnico,Masculino,Centro
1255,5,1,4,2,2,4,5,1,5,54,38,38,Administrativo,Femenino,Sur
1256,3,2,3,2,2,5,2,5,2,22,22,19,Administrativo,Otro,Sur
1257,5,2,4,2,1,5,5,2,5,25,4,1,Profesional,Femenino,Centro
1258,3,2,4,2,2,4,4,2,5,47,47,21,Técnico,Otro,Centro
1259,3,2,2,4,3,2,2,5,1,20,5,5,Profesional,Masculino,Centro
1260,2,4,3,4,3,4,4,1,5,28,5,4,Técnico,Femenino,Centro
1261,4,3,4,4,2,3,1,5,2,19,0,0,Profesional,Masculino,Sur
1262,2,3,3,3,5,5,4,1,5,38,36,34,Técnico,Masculino,Sur
1263,1,4,2,6,4,2,4,1,3,45,43,5,Técnico,Masculino,Centro
1264,5,1,5,1,2,6,4,1,4,40,39,37,Profesional,Femenino,Sur
1265,5,1,5,2,1,5,4,1,5,44,27,10,Técnico,Otro,Sur
1266,2,3,1,3,4,5,2,4,1,62,45,30,Técnico,Masculino,Centro
1267,5,2,4,2,1,5,5,1,5,56,44,12,Administrativo,Otro,Centro
1268,5,1,4,2,2,4,5,1,4,44,42,38,Técnico,Femenino,Centro
1269,3,4,4,2,3,6,2,4,1,37,37,31,Administrativo,Masculino,Sur
1270,5,2,5,1,1,6,2,5,1,35,31,1,Profesional,Femenino,Sur
1271,3,2,3,4,4,4,4,2,3,40,33,21,Profesional,Otro,Centro
1272,5,1,5,2,1,4,1,4,1,43,41,12,Técnico,Femenino,Sur
1273,5,2,5,1,1,5,5,2,4,28,4,1,Técnico,Femenino,Sur
1274,3,2,3,5,3,1,1,4,2,21,0,0,Técnico,Masculino,Sur
1275,4,3,5,2,1,5,4,1,4,39,25,4,Técnico,Masculino,Sur
1276,4,2,3,4,2,2,1,5,2,24,5,5,Profesional,Masculino,Sur
1277,1,5,2,4,4,4,4,2,4,30,18,8,Técnico,Femenino,Centro
1278,3,3,3,4,3,4,5,2,4,26,19,11,Administrativo,Masculino,Sur
1279,3,4,2,4,3,3,5,2,5,28,6,6,Profesional,Femenino,Centro
1280,4,3,4,1,1,6,1,5,2,63,45,45,Profesional,Masculino,Sur
1281,5,1,4,2,2,4,4,2,4,47,32,24,Administrativo,Otro,Sur
1282,4,2,4,1,1,5,5,2,4,57,44,33,Técnico,Masculino,Centro
1283,1,5,2,4,6,4,4,2,4,48,39,19,Profesional,Femenino,Sur
1284,2,4,1,3,3,5,4,1,3,44,39,33,Profesional,Otro,Sur
1285,2,3,2,3,3,3,4,2,3,28,6,6,Profesional,Otro,Centro
1286,4,1,5,3,3,4,3,4,2,37,36,20,Administrativo,Masculino,Sur
1287,1,5,1,4,4,2,4,3,4,45,30,9,Técnico,Masculino,Centro
1288,5,2,5,2,1,4,2,3,3,59,37,31,Profesional,Otro,Sur
1289,2,4,3,3,3,5,5,1,4,55,45,40,Profesional,Masculino,Sur
1290,5,1,5,1,1,5,4,1,5,31,19,16,Administrativo,Femenino,Sur
1291,4,2,5,4,2,3,1,5,1,22,3,2,Profesional,Otro,Sur
1292,4,2,4,1,1,6,2,3,3,22,14,12,Administrativo,Masculino,Sur
1293,4,3,4,3,3,5,5,2,4,59,44,29,Profesional,Otro,Sur
1294,2,5,3,5,4,1,5,1,4,51,44,6,Administrativo,Femenino,Sur
1295,4,1,5,2,2,5,3,4,2,53,30,21,Administrativo,Femenino,Sur
1296,4,2,3,1,2,5,4,2,3,47,45,35,Técnico,Otro,Sur
1297,4,1,4,3,3,5,5,1,4,32,11,8,Profesional,Otro,Sur
1298,5,1,5,1,2,5,4,2,3,30,5,5,Técnico,Otro,Sur
1299,5,1,4,1,1,6,1,4,1,52,40,36,Administrativo,Femenino,Sur
1300,1,4,1,5,6,1,5,2,4,42,41,14,Administrativo,Masculino,Centro
1301,1,4,1,4,4,4,5,1,5,44,42,27,Técnico,Femenino,Sur
1302,2,5,1,5,5,1,1,4,1,21,13,12,Técnico,Otro,Centro
1303,4,1,4,2,2,4,5,1,5,53,41,18,Técnico,Otro,Centro
1304,4,1,4,1,2,6,4,1,4,43,33,24,Administrativo,Femenino,Centro
1305,1,4,2,5,6,3,3,3,4,39,25,8,Administrativo,Otro,Sur
1306,1,4,1,6,4,1,5,2,5,50,33,15,Administrativo,Femenino,Sur
1307,1,5,2,6,6,2,5,2,4,58,34,1,Profesional,Femenino,Sur
1308,1,4,2,4,5,3,4,3,5,20,14,10,Administrativo,Masculino,Centro
1309,1,4,1,6,6,2,5,1,5,42,18,12,Técnico,Femenino,Sur
1310,5,1,5,1,1,6,2,3,1,50,28,3,Administrativo,Femenino,Centro
1311,3,2,3,2,2,5,2,5,3,65,46,46,Técnico,Masculino,Sur
1312,5,2,4,1,1,6,2,5,1,53,45,45,Profesional,Otro,Centro
1313,2,4,1,4,4,3,4,3,3,56,42,33,Técnico,Femenino,Centro
1314,2,3,1,4,5,3,5,2,4,43,21,2,Administrativo,Femenino,Centro
1315,1,5,2,5,4,1,5,2,4,34,24,14,Profesional,Otro,Sur
1316,3,3,4,2,3,4,4,1,5,30,21,17,Administrativo,Otro,Sur
1317,1,5,2,5,5,3,5,2,5,55,45,43,Administrativo,Masculino,Sur
1318,1,5,2,5,6,2,4,2,4,49,44,31,Administrativo,Otro,Centro
1319,5,2,5,2,2,6,5,1,5,56,31,30,Profesional,Otro,Sur
1320,3,4,3,3,4,5,4,2,4,39,38,24,Profesional,Femenino,Sur
1321,3,3,3,4,4,3,3,4,3,47,38,35,Técnico,Otro,Centro
1322,4,3,3,3,1,3,4,3,5,42,36,13,Profesional,Masculino,Sur
1323,5,2,5,2,2,5,1,4,1,55,42,11,Administrativo,Femenino,Centro
1324,4,3,3,1,3,5,3,4,3,22,20,11,Administrativo,Masculino,Sur
1325,1,4,2,4,4,4,5,1,5,57,41,35,Profesional,Masculino,Centro
1326,2,4,1,3,4,3,5,2,4,55,36,35,Profesional,Otro,Centro
1327,5,1,4,1,2,6,4,3,3,40,23,17,Administrativo,Otro,Sur
1328,4,3,3,3,2,4,4,2,3,41,33,16,Técnico,Femenino,Centro
1329,1,4,1,5,5,2,3,2,4,33,30,20,Técnico,Femenino,Centro
1330,3,3,2,4,2,2,4,1,5,29,23,23,Profesional,Masculino,Centro
1331,2,4,3,3,4,5,3,3,4,43,38,38,Técnico,Otro,Centro
1332,3,3,3,2,3,6,1,5,2,50,34,12,Profesional,Femenino,Sur
1333,4,1,4,1,2,5,4,3,5,50,28,9,Técnico,Otro,Centro
1334,4,3,3,1,3,6,4,1,4,40,22,13,Administrativo,Masculino,Centro
1335,5,2,4,1,2,5,5,2,5,62,44,29,Profesional,Femenino,Sur
1336,2,3,3,4,5,4,4,3,4,58,43,42,Técnico,Otro,Centro
1337,5,2,5,2,1,6,4,2,3,41,41,22,Técnico,Femenino,Centro
1338,3,2,2,4,4,3,3,2,4,55,40,0,Profesional,Masculino,Sur
1339,2,3,3,4,5,4,4,2,4,45,39,35,Profesional,Otro,Sur
1340,5,1,4,1,2,6,4,1,5,53,45,42,Profesional,Otro,Centro
1341,3,4,2,3,4,5,4,1,3,58,33,28,Profesional,Masculino,Sur
1342,5,2,5,2,2,4,5,2,5,28,19,4,Administrativo,Femenino,Centro
1343,2,4,1,3,3,4,2,4,3,55,43,3,Profesional,Otro,Sur
1344,4,3,3,3,3,3,4,1,4,37,12,10,Técnico,Masculino,Centro
1345,2,4,1,4,3,3,5,2,5,34,34,30,Técnico,Masculino,Sur
1346,4,3,4,1,1,6,2,4,3,44,43,35,Técnico,Masculino,Sur
1347,2,4,3,5,5,2,4,3,3,32,8,0,Técnico,Femenino,Centro
1348,4,3,4,3,1,5,1,5,1,63,40,33,Técnico,Femenino,Centro
1349,4,3,5,2,3,4,4,3,4,40,19,5,Administrativo,Masculino,Sur
1350,3,4,3,4,4,4,4,2,3,27,4,0,Técnico,Masculino,Sur
1351,3,4,3,3,3,5,4,1,5,45,41,15,Profesional,Otro,Centro
1352,4,1,3,3,1,3,4,1,4,44,29,24,Técnico,Masculino,Sur
1353,5,1,4,1,1,6,1,4,1,18,0,0,Profesional,Femenino,Centro
1354,5,1,4,1,1,5,5,1,5,57,44,44,Profesional,Femenino,Sur
1355,3,4,2,3,2,4,4,2,5,28,12,3,Profesional,Femenino,Sur
1356,2,3,3,3,4,4,4,2,4,47,41,35,Profesional,Masculino,Sur
1357,1,5,2,4,4,4,4,3,5,43,39,38,Profesional,Masculino,Centro
1358,3,3,3,3,5,5,1,4,1,18,0,0,Técnico,Otro,Centro
1359,4,1,3,4,4,4,1,5,1,22,11,2,Técnico,Otro,Sur
1360,4,1,5,3,3,3,5,2,5,40,20,2,Técnico,Otro,Sur
1361,3,3,2,2,3,5,4,3,3,54,30,30,Profesional,Masculino,Centro
1362,5,2,4,2,2,4,4,3,4,45,41,41,Técnico,Femenino,Sur
1363,2,4,1,5,3,3,3,3,2,39,27,27,Administrativo,Otro,Centro
1364,4,1,5,2,3,5,4,3,5,56,46,41,Profesional,Otro,Centro
1365,4,1,3,3,2,5,4,1,5,38,36,24,Técnico,Masculino,Centro
1366,4,2,5,2,1,5,4,3,4,41,23,22,Profesional,Femenino,Sur
1367,3,3,4,3,4,4,4,2,4,37,25,5,Profesional,Masculino,Centro
1368,4,3,3,1,1,5,4,2,5,42,40,29,Administrativo,Masculino,Sur
1369,2,4,3,4,5,4,4,3,5,42,42,40,Profesional,Masculino,Sur
1370,2,4,3,3,5,4,4,1,5,46,39,36,Profesional,Otro,Sur
1371,3,2,2,4,3,2,4,2,4,33,10,9,Profesional,Femenino,Sur
1372,5,1,5,1,2,6,5,1,5,40,32,28,Profesional,Femenino,Sur
1373,4,3,4,1,2,5,5,1,4,42,21,6,Técnico,Femenino,Centro
1374,1,5,2,5,5,3,4,2,3,51,44,10,Profesional,Otro,Sur
1375,1,5,2,4,4,3,4,2,3,61,45,41,Técnico,Otro,Sur
1376,3,3,3,3,4,3,4,3,3,42,37,32,Técnico,Femenino,Centro
1377,3,4,2,3,4,4,5,1,5,48,45,23,Administrativo,Otro,Centro
1378,2,4,1,4,5,3,2,5,2,19,15,13,Técnico,Masculino,Sur
1379,2,3,1,3,4,3,4,1,4,60,35,24,Técnico,Femenino,Sur
1380,5,1,4,1,1,5,4,3,3,41,16,12,Administrativo,Otro,Sur
1381,3,3,3,3,3,3,5,2,5,26,23,2,Técnico,Otro,Centro
1382,2,5,3,3,5,5,4,3,4,22,17,1,Técnico,Otro,Sur
1383,2,4,2,5,3,3,4,3,4,63,45,15,Administrativo,Femenino,Centro
1384,5,1,4,2,1,5,5,1,4,59,40,24,Administrativo,Masculino,Centro
1385,4,2,5,3,1,5,2,3,2,48,40,15,Técnico,Otro,Sur
